snow_depth,snow_water_equivalent,elevation_band,elevation,month,year,state
41,11.1,5,5760,02,03,or
65,17.4,5,5760,03,03,or
67,24.6,5,5760,04,03,or
55,20.5,5,5760,05,03,or
11,2.3,5,5760,06,03,or
,12.9,5,5760,01,04,or
81,23.2,5,5760,02,04,or
78,26.8,5,5760,03,04,or
61,26.7,5,5760,04,04,or
31,15.0,5,5760,05,04,or
0,0.3,5,5760,06,04,or
28,7.1,5,5760,01,05,or
28,8.0,5,5760,02,05,or
34,10.2,5,5760,03,05,or
39,12.8,5,5760,04,05,or
27,10.5,5,5760,05,05,or
0,0.0,5,5760,06,05,or
37,10.5,5,5760,01,06,or
63,18.3,5,5760,02,06,or
59,20.1,5,5760,03,06,or
64,26.1,5,5760,04,06,or
42,20.0,5,5760,05,06,or
0,0.0,5,5760,06,06,or
37,9.3,5,5760,01,07,or
46,13.5,5,5760,02,07,or
67,20.8,5,5760,03,07,or
51,21.3,5,5760,04,07,or
30,13.3,5,5760,05,07,or
0,0.0,5,5760,06,07,or
46,10.4,5,5760,01,08,or
72,17.6,5,5760,02,08,or
64,21.8,5,5760,03,08,or
83,28.2,5,5760,04,08,or
76,28.4,5,5760,05,08,or
27,13.1,5,5760,06,08,or
42,10.1,5,5760,01,09,or
55,17.3,5,5760,02,09,or
55,19.4,5,5760,03,09,or
86,28.9,5,5760,04,09,or
58,24.5,5,5760,05,09,or
2,0.8,5,5760,06,09,or
42,9.4,5,5760,01,10,or
57,15.1,5,5760,02,10,or
54,17.0,5,5760,03,10,or
56,20.8,5,5760,04,10,or
46,17.8,5,5760,05,10,or
21,9.5,5,5760,06,10,or
54,11.9,5,5760,01,11,or
44,15.3,5,5760,02,11,or
66,20.1,5,5760,03,11,or
83,30.0,5,5760,04,11,or
86,35.1,5,5760,05,11,or
63,27.6,5,5760,06,11,or
25,6.4,5,5760,01,12,or
51,13.0,5,5760,02,12,or
63,18.8,5,5760,03,12,or
64,23.7,5,5760,04,12,or
43,18.8,5,5760,05,12,or
0,0.0,5,5760,06,12,or
23,6.6,5,5760,01,13,or
49,13.3,5,5760,02,13,or
67,19.0,5,5760,03,13,or
54,22.3,5,5760,04,13,or
42,19.3,5,5760,05,13,or
0,0.0,5,5760,06,13,or
37,10.6,5,5760,01,14,or
58,16.0,5,5760,02,14,or
68,24.5,5,5760,03,14,or
71,30.4,5,5760,04,14,or
61,27.7,5,5760,05,14,or
10,4.5,5,5760,06,14,or
37,10.1,5,5760,01,15,or
37,12.8,5,5760,02,15,or
41,15.6,5,5760,03,15,or
31,13.5,5,5760,04,15,or
9,4.3,5,5760,05,15,or
0,0.0,5,5760,06,15,or
41,12.3,5,5760,01,16,or
58,17.0,5,5760,02,16,or
53,21.3,5,5760,03,16,or
69,28.7,5,5760,04,16,or
37,17.1,5,5760,05,16,or
0,0.0,5,5760,06,16,or
70,22.0,6,6430,01,00,or
97,31.3,6,6430,02,00,or
94,37.5,6,6430,03,00,or
77,35.8,6,6430,04,00,or
35,8.6,6,6430,01,01,or
49,12.1,6,6430,02,01,or
31,11.4,6,6430,03,01,or
34,12.8,6,6430,04,01,or
78,27.5,6,6430,01,02,or
78,30.3,6,6430,02,02,or
86,33.0,6,6430,03,02,or
71,31.3,6,6430,04,02,or
66,27.8,6,6430,01,03,or
71,26.7,6,6430,02,03,or
79,32.7,6,6430,03,03,or
97,41.2,6,6430,04,03,or
71,23.5,6,6430,01,04,or
118,38.2,6,6430,02,04,or
90,35.0,6,6430,03,04,or
86,37.8,6,6430,04,04,or
53,18.5,6,6430,01,05,or
57,19.8,6,6430,02,05,or
71,24.2,6,6430,03,05,or
73,29.2,6,6430,04,05,or
82,26.8,6,6430,01,06,or
81,30.7,6,6430,02,06,or
117,43.5,6,6430,03,06,or
113,48.3,6,6430,04,06,or
42,14.7,6,6430,01,07,or
90,23.5,6,6430,05,07,or
62,24.2,6,6430,03,07,or
58,24.2,6,6430,04,07,or
106,27.8,6,6430,01,08,or
86,31.5,6,6430,02,08,or
86,33.7,6,6430,03,08,or
85,36.3,6,6430,04,08,or
25,8.2,6,6430,01,09,or
52,15.2,6,6430,02,09,or
56,20.2,6,6430,03,09,or
41,17.2,6,6430,04,09,or
56,18.0,6,6430,02,10,or
63,21.2,6,6430,03,10,or
66,24.7,6,6430,03,10,or
92,32.3,6,6430,04,10,or
34,11.9,6,6430,01,12,or
42,14.0,6,6430,02,12,or
95,26.0,6,6430,03,12,or
74,32.3,6,6430,04,12,or
62,22.3,6,6430,01,13,or
64,23.8,6,6430,02,13,or
62,26.2,6,6430,03,13,or
44,20.7,6,6430,04,13,or
2,0.3,6,6430,02,14,or
12,2.7,6,6430,03,14,or
20,4.8,6,6430,03,14,or
0,0.0,6,6430,05,14,or
3,1.3,6,6430,01,15,or
16,5.3,6,6430,02,15,or
4,1.3,6,6430,03,15,or
1,0.8,6,6430,04,15,or
72,23.8,6,6430,01,16,or
62,25.3,6,6430,02,16,or
74,31.0,6,6430,03,16,or
50,22.9,6,6430,04,16,or
,7.2,7,7910,01,00,or
,13.0,7,7910,02,00,or
,16.3,7,7910,03,00,or
,20.4,7,7910,04,00,or
,15.2,7,7910,05,00,or
,1.3,7,7910,06,00,or
,6.4,7,7910,01,01,or
,8.5,7,7910,02,01,or
,9.7,7,7910,03,01,or
,11.0,7,7910,04,01,or
,13.6,7,7910,05,01,or
,0.0,7,7910,06,01,or
,7.9,7,7910,01,02,or
,12.1,7,7910,02,02,or
,13.6,7,7910,03,02,or
,18.9,7,7910,04,02,or
,19.1,7,7910,05,02,or
,3.4,7,7910,06,02,or
26,10.3,7,7910,01,03,or
31,13.1,7,7910,02,03,or
49,15.5,7,7910,03,03,or
62,20.2,7,7910,04,03,or
59,23.0,7,7910,05,03,or
24,15.0,7,7910,06,03,or
32,6.0,7,7910,01,04,or
45,8.9,7,7910,02,04,or
47,11.7,7,7910,03,04,or
38,13.3,7,7910,04,04,or
26,9.7,7,7910,05,04,or
18,5.1,7,7910,06,04,or
26,7.4,7,7910,01,05,or
25,7.0,7,7910,02,05,or
27,7.9,7,7910,03,05,or
52,11.5,7,7910,04,05,or
49,16.5,7,7910,05,05,or
15,4.9,7,7910,06,05,or
35,8.9,7,7910,01,06,or
45,13.2,7,7910,02,06,or
53,16.2,7,7910,03,06,or
64,20.5,7,7910,04,06,or
,18.3,7,7910,05,06,or
,1.5,7,7910,06,06,or
18,6.5,7,7910,01,07,or
24,8.2,7,7910,02,07,or
41,11.5,7,7910,03,07,or
30,12.1,7,7910,04,07,or
29,12.7,7,7910,05,07,or
0,0.0,7,7910,06,07,or
28,9.0,7,7910,01,08,or
51,14.5,7,7910,02,08,or
49,17.2,7,7910,03,08,or
64,20.9,7,7910,04,08,or
59,22.2,7,7910,05,08,or
29,14.3,7,7910,06,08,or
21,7.6,7,7910,01,09,or
27,10.3,7,7910,02,09,or
37,13.0,7,7910,03,09,or
64,19.9,7,7910,04,09,or
54,22.5,7,7910,05,09,or
15,10.5,7,7910,06,09,or
21,9.3,7,7910,01,10,or
29,10.6,7,7910,02,10,or
29,11.3,7,7910,03,10,or
50,15.6,7,7910,04,10,or
39,15.0,7,7910,05,10,or
35,16.6,7,7910,06,10,or
24,6.8,7,7910,01,11,or
25,8.3,7,7910,02,11,or
37,11.6,7,7910,03,11,or
45,15.2,7,7910,04,11,or
52,20.0,7,7910,05,11,or
42,18.6,7,7910,06,11,or
24,6.6,7,7910,01,12,or
28,9.0,7,7910,02,12,or
41,12.0,7,7910,03,12,or
61,22.1,7,7910,04,12,or
37,19.5,7,7910,05,12,or
10,6.1,7,7910,06,12,or
20,8.3,7,7910,01,13,or
31,10.9,7,7910,02,13,or
40,13.0,7,7910,03,13,or
39,15.2,7,7910,04,13,or
37,16.1,7,7910,05,13,or
14,6.1,7,7910,06,13,or
34,11.4,7,7910,01,14,or
42,13.7,7,7910,02,14,or
56,18.6,7,7910,03,14,or
74,23.3,7,7910,04,14,or
58,23.0,7,7910,05,14,or
27,12.1,7,7910,06,14,or
32,8.6,7,7910,01,15,or
26,9.7,7,7910,02,15,or
42,13.2,7,7910,03,15,or
27,12.2,7,7910,04,15,or
16,8.0,7,7910,05,15,or
0,0.0,7,7910,06,15,or
27,7.4,7,7910,01,16,or
33,8.5,7,7910,02,16,or
34,10.8,7,7910,03,16,or
50,16.8,7,7910,04,16,or
41,14.1,7,7910,05,16,or
0,0.0,7,7910,06,16,or
141,51.0,5,5370,01,00,or
160,59.5,5,5370,02,00,or
77,25.6,5,5370,01,01,or
79,28.9,5,5370,02,01,or
85,32.4,5,5370,03,01,or
88,37.6,5,5370,04,01,or
170,70.1,5,5370,02,02,or
201,84.5,5,5370,04,02,or
37,12.9,5,5370,01,03,or
68,21.5,5,5370,02,03,or
111,44.2,5,5370,03,03,or
134,46.8,5,5370,02,04,or
149,56.8,5,5370,03,04,or
140,63.1,5,5370,04,04,or
34,12.6,5,5370,02,05,or
40,15.1,5,5370,03,05,or
60,19.5,5,5370,03,05,or
142,52.8,5,5370,01,06,or
149,60.5,5,5370,02,06,or
167,73.0,5,5370,03,06,or
98,43.0,5,5370,01,07,or
142,49.8,5,5370,02,07,or
118,55.5,5,5370,03,07,or
177,53.2,5,5370,01,08,or
172,75.0,5,5370,02,08,or
216,93.0,5,5370,03,08,or
87,38.4,5,5370,01,09,or
194,77.0,5,5370,04,09,or
74,29.0,5,5370,01,10,or
89,35.5,5,5370,02,10,or
121,43.8,5,5370,04,10,or
102,40.0,5,5370,01,12,or
147,53.2,5,5370,03,12,or
168,68.8,5,5370,03,12,or
110,38.2,5,5370,01,13,or
134,51.6,5,5370,02,13,or
126,57.0,5,5370,03,13,or
70,24.0,5,5370,01,14,or
109,42.8,5,5370,02,14,or
55,24.0,5,5370,01,00,or
132,50.2,5,5370,02,00,or
151,60.3,5,5370,03,00,or
148,69.5,5,5370,04,00,or
123,67.9,5,5370,05,00,or
90,56.1,5,5370,06,00,or
56,20.3,5,5370,01,01,or
71,26.1,5,5370,02,01,or
73,28.4,5,5370,03,01,or
77,35.9,5,5370,04,01,or
83,41.8,5,5370,05,01,or
15,16.3,5,5370,06,01,or
97,38.0,5,5370,01,02,or
171,62.4,5,5370,02,02,or
155,66.4,5,5370,03,02,or
187,77.9,5,5370,04,02,or
160,75.0,5,5370,05,02,or
123,68.5,5,5370,06,02,or
55,12.2,5,5370,01,03,or
34,12.7,5,5370,02,03,or
64,21.4,5,5370,03,03,or
100,44.0,5,5370,04,03,or
104,51.4,5,5370,05,03,or
63,37.5,5,5370,06,03,or
96,28.2,5,5370,01,04,or
123,45.4,5,5370,02,04,or
141,54.0,5,5370,03,04,or
133,59.9,5,5370,04,04,or
100,52.7,5,5370,05,04,or
60,36.4,5,5370,06,04,or
27,8.1,5,5370,01,05,or
30,10.3,5,5370,02,05,or
38,12.2,5,5370,03,05,or
51,17.6,5,5370,04,05,or
38,17.8,5,5370,05,05,or
0,0.0,5,5370,06,05,or
75,21.9,5,5370,01,06,or
136,45.5,5,5370,02,06,or
141,53.8,5,5370,03,06,or
155,63.8,5,5370,04,06,or
127,60.8,5,5370,05,06,or
65,35.3,5,5370,06,06,or
76,26.0,5,5370,01,07,or
93,36.5,5,5370,02,07,or
143,48.1,5,5370,03,07,or
115,51.5,5,5370,04,07,or
105,50.5,5,5370,05,07,or
55,26.6,5,5370,06,07,or
104,26.0,5,5370,01,08,or
172,49.2,5,5370,02,08,or
166,64.8,5,5370,03,08,or
210,82.0,5,5370,04,08,or
214,91.8,5,5370,05,08,or
144,72.1,5,5370,06,08,or
76,21.8,5,5370,01,09,or
81,33.7,5,5370,02,09,or
120,41.9,5,5370,03,09,or
181,63.1,5,5370,04,09,or
158,69.4,5,5370,05,09,or
110,54.2,5,5370,06,09,or
64,22.0,5,5370,01,10,or
71,26.9,5,5370,02,10,or
84,32.4,5,5370,03,10,or
120,42.0,5,5370,04,10,or
126,49.8,5,5370,05,10,or
110,49.2,5,5370,06,10,or
87,26.7,5,5370,01,11,or
74,29.0,5,5370,02,11,or
129,40.1,5,5370,03,11,or
136,51.6,5,5370,04,11,or
174,68.2,5,5370,05,11,or
147,66.5,5,5370,06,11,or
55,16.3,5,5370,01,12,or
99,36.5,5,5370,02,12,or
139,48.2,5,5370,03,12,or
176,65.9,5,5370,04,12,or
137,63.1,5,5370,05,12,or
102,50.4,5,5370,06,12,or
89,24.3,5,5370,01,13,or
105,33.8,5,5370,02,13,or
127,44.7,5,5370,03,13,or
120,51.2,5,5370,04,13,or
117,53.9,5,5370,05,13,or
61,29.1,5,5370,06,13,or
24,10.4,5,5370,01,14,or
67,22.0,5,5370,02,14,or
103,42.2,5,5370,03,14,or
137,56.0,5,5370,04,14,or
123,58.5,5,5370,05,14,or
75,38.7,5,5370,06,14,or
43,12.0,5,5370,01,15,or
32,12.9,5,5370,02,15,or
37,14.7,5,5370,03,15,or
38,14.9,5,5370,04,15,or
36,16.4,5,5370,05,15,or
0,0.0,5,5370,06,15,or
76,21.7,5,5370,01,16,or
94,31.9,5,5370,02,16,or
99,39.4,5,5370,03,16,or
118,49.8,5,5370,04,16,or
88,41.8,5,5370,05,16,or
21,10.7,5,5370,06,16,or
17,8.6,4,4070,01,00,or
72,23.8,4,4070,02,00,or
76,30.0,4,4070,03,00,or
70,31.3,4,4070,04,00,or
34,19.0,4,4070,05,00,or
,0.0,4,4070,06,00,or
32,8.8,4,4070,01,01,or
45,10.9,4,4070,02,01,or
41,14.4,4,4070,03,01,or
34,15.9,4,4070,04,01,or
24,14.1,4,4070,05,01,or
,0.0,4,4070,06,01,or
55,16.7,4,4070,01,02,or
105,27.1,4,4070,02,02,or
89,30.4,4,4070,03,02,or
94,37.6,4,4070,04,02,or
,26.2,4,4070,05,02,or
11,6.1,4,4070,06,02,or
29,5.9,4,4070,01,03,or
17,4.8,4,4070,02,03,or
30,7.4,4,4070,03,03,or
43,15.0,4,4070,04,03,or
33,13.2,4,4070,05,03,or
0,0.0,4,4070,06,03,or
55,13.1,4,4070,01,04,or
67,21.6,4,4070,02,04,or
71,27.4,4,4070,03,04,or
61,26.8,4,4070,04,04,or
24,12.1,4,4070,05,04,or
0,0.0,4,4070,06,04,or
18,3.5,4,4070,01,05,or
18,5.4,4,4070,02,05,or
22,8.3,4,4070,03,05,or
21,7.5,4,4070,04,05,or
0,0.0,4,4070,05,05,or
0,0.0,4,4070,06,05,or
35,12.3,4,4070,01,06,or
78,24.7,4,4070,02,06,or
75,29.6,4,4070,03,06,or
80,35.1,4,4070,04,06,or
48,24.7,4,4070,05,06,or
0,0.0,4,4070,06,06,or
44,12.8,4,4070,01,07,or
55,17.0,4,4070,02,07,or
80,22.5,4,4070,03,07,or
50,20.8,4,4070,04,07,or
31,14.1,4,4070,05,07,or
0,0.0,4,4070,06,07,or
67,14.9,4,4070,01,08,or
116,30.7,4,4070,02,08,or
101,40.7,4,4070,03,08,or
117,49.2,4,4070,04,08,or
113,52.2,4,4070,05,08,or
53,30.0,4,4070,06,08,or
56,12.0,4,4070,01,09,or
55,19.0,4,4070,02,09,or
76,30.5,4,4070,03,09,or
100,41.7,4,4070,04,09,or
82,40.9,4,4070,05,09,or
24,14.3,4,4070,06,09,or
37,9.7,4,4070,01,10,or
36,11.3,4,4070,02,10,or
38,13.6,4,4070,03,10,or
51,17.1,4,4070,04,10,or
47,17.5,4,4070,05,10,or
11,4.7,4,4070,06,10,or
49,11.9,4,4070,01,11,or
32,12.2,4,4070,02,11,or
81,18.7,4,4070,03,11,or
61,24.5,4,4070,04,11,or
71,29.8,4,4070,05,11,or
36,16.7,4,4070,06,11,or
31,7.9,4,4070,01,12,or
54,17.4,4,4070,02,12,or
86,22.5,4,4070,03,12,or
90,31.5,4,4070,04,12,or
60,24.9,4,4070,05,12,or
14,4.3,4,4070,06,12,or
52,11.6,4,4070,01,13,or
59,17.6,4,4070,02,13,or
70,23.2,4,4070,03,13,or
58,23.0,4,4070,04,13,or
40,16.2,4,4070,05,13,or
0,0.0,4,4070,06,13,or
7,2.9,4,4070,01,14,or
21,6.3,4,4070,02,14,or
46,16.4,4,4070,03,14,or
49,21.0,4,4070,04,14,or
31,16.4,4,4070,05,14,or
0,0.0,4,4070,06,14,or
23,4.0,4,4070,01,15,or
11,3.8,4,4070,02,15,or
4,1.0,4,4070,03,15,or
4,0.4,4,4070,04,15,or
0,0.0,4,4070,05,15,or
0,0.0,4,4070,06,15,or
48,13.6,4,4070,01,16,or
50,18.7,4,4070,02,16,or
47,18.8,4,4070,03,16,or
54,21.8,4,4070,04,16,or
10,4.2,4,4070,05,16,or
0,0.0,4,4070,06,16,or
,3.8,4,4910,01,00,or
,11.6,4,4910,02,00,or
,14.4,4,4910,03,00,or
,10.2,4,4910,04,00,or
,0.0,4,4910,05,00,or
,0.0,4,4910,06,00,or
,4.4,4,4910,01,01,or
,5.8,4,4910,02,01,or
,5.4,4,4910,03,01,or
,0.0,4,4910,04,01,or
,0.0,4,4910,05,01,or
,0.0,4,4910,06,01,or
,10.4,4,4910,01,02,or
,14.9,4,4910,02,02,or
,16.3,4,4910,03,02,or
,12.8,4,4910,04,02,or
,0.0,4,4910,05,02,or
,0.0,4,4910,06,02,or
,5.7,4,4910,01,03,or
,1.5,4,4910,02,03,or
,0.0,4,4910,03,03,or
,0.0,4,4910,04,03,or
,0.0,4,4910,05,03,or
,0.0,4,4910,06,03,or
,7.6,4,4910,01,04,or
,13.7,4,4910,02,04,or
,18.6,4,4910,03,04,or
,6.3,4,4910,04,04,or
,0.0,4,4910,05,04,or
,0.0,4,4910,06,04,or
,3.8,4,4910,01,05,or
,4.7,4,4910,02,05,or
,5.4,4,4910,03,05,or
,2.5,4,4910,04,05,or
,0.0,4,4910,05,05,or
,0.0,4,4910,06,05,or
,10.2,4,4910,01,06,or
,18.4,4,4910,02,06,or
,20.7,4,4910,03,06,or
,22.6,4,4910,04,06,or
,6.7,4,4910,05,06,or
,0.0,4,4910,06,06,or
24,5.5,4,4910,01,07,or
32,7.0,4,4910,02,07,or
55,8.7,4,4910,03,07,or
0,0.0,4,4910,04,07,or
0,0.0,4,4910,05,07,or
0,0.0,4,4910,06,07,or
40,6.4,4,4910,01,08,or
82,17.0,4,4910,02,08,or
63,19.5,4,4910,03,08,or
64,19.0,4,4910,04,08,or
41,9.3,4,4910,05,08,or
0,0.0,4,4910,06,08,or
31,8.7,4,4910,01,09,or
32,10.7,4,4910,02,09,or
40,11.7,4,4910,03,09,or
43,11.6,4,4910,04,09,or
9,0.0,4,4910,05,09,or
0,0.0,4,4910,06,09,or
29,5.9,4,4910,01,10,or
31,8.3,4,4910,02,10,or
32,8.4,4,4910,03,10,or
34,4.3,4,4910,04,10,or
10,0.0,4,4910,05,10,or
0,0.0,4,4910,06,10,or
50,10.5,4,4910,01,11,or
28,9.0,4,4910,02,11,or
44,11.4,4,4910,03,11,or
52,16.9,4,4910,04,11,or
35,8.9,4,4910,05,11,or
0,0.0,4,4910,06,11,or
8,1.7,4,4910,01,12,or
20,4.8,4,4910,02,12,or
41,6.3,4,4910,03,12,or
37,8.4,4,4910,04,12,or
0,0.0,4,4910,05,12,or
0,0.0,4,4910,06,12,or
36,6.9,4,4910,01,13,or
34,9.0,4,4910,02,13,or
36,8.6,4,4910,03,13,or
19,2.3,4,4910,04,13,or
0,0.0,4,4910,05,13,or
0,0.0,4,4910,06,13,or
5,1.5,4,4910,01,14,or
9,1.8,4,4910,02,14,or
15,4.7,4,4910,03,14,or
6,2.4,4,4910,04,14,or
0,0.0,4,4910,05,14,or
0,0.0,4,4910,06,14,or
5,1.0,4,4910,01,15,or
2,1.0,4,4910,02,15,or
2,0.2,4,4910,03,15,or
0,0.0,4,4910,04,15,or
0,0.0,4,4910,05,15,or
0,0.0,4,4910,06,15,or
44,11.1,4,4910,01,16,or
50,14.6,4,4910,02,16,or
39,12.0,4,4910,03,16,or
38,9.4,4,4910,04,16,or
0,0.0,4,4910,05,16,or
0,0.0,4,4910,06,16,or
69,18.0,6,6320,01,00,or
112,38.0,6,6320,01,00,or
134,47.0,6,6320,02,00,or
122,51.9,6,6320,03,00,or
59,18.1,6,6320,01,01,or
74,24.6,6,6320,02,01,or
70,27.5,6,6320,03,01,or
67,31.2,6,6320,04,01,or
123,40.7,6,6320,01,02,or
117,47.3,6,6320,02,02,or
134,55.8,6,6320,03,02,or
100,48.7,6,6320,04,02,or
,20.0,6,6320,01,03,or
58,22.4,6,6320,01,03,or
76,27.4,6,6320,02,03,or
104,39.3,6,6320,03,03,or
99,44.3,6,6320,05,03,or
111,26.9,6,6320,01,04,or
124,38.4,6,6320,01,04,or
135,49.8,6,6320,02,04,or
101,49.8,6,6320,04,04,or
47,18.1,6,6320,01,05,or
58,21.0,6,6320,02,05,or
91,27.3,6,6320,03,05,or
75,29.8,6,6320,04,05,or
119,42.0,6,6320,01,06,or
137,54.2,6,6320,02,06,or
158,65.8,6,6320,04,06,or
130,62.0,6,6320,05,06,or
88,23.6,6,6320,01,07,or
85,32.3,6,6320,02,07,or
125,41.0,6,6320,03,07,or
93,42.0,6,6320,03,07,or
88,41.8,6,6320,04,07,or
75,18.7,6,6320,01,08,or
147,43.3,6,6320,02,08,or
127,51.6,6,6320,02,08,or
148,57.2,6,6320,04,08,or
132,59.0,6,6320,04,08,or
85,31.9,6,6320,01,09,or
104,38.2,6,6320,03,09,or
132,50.9,6,6320,03,09,or
118,52.6,6,6320,04,09,or
72,23.6,6,6320,01,10,or
85,29.9,6,6320,03,10,or
106,38.8,6,6320,04,10,or
101,42.1,6,6320,04,10,or
90,28.0,6,6320,01,12,or
120,38.1,6,6320,03,12,or
151,53.4,6,6320,03,12,or
100,31.8,6,6320,01,13,or
106,35.6,6,6320,02,13,or
99,40.9,6,6320,03,13,or
51,16.6,6,6320,01,14,or
102,37.2,6,6320,02,14,or
115,45.0,6,6320,03,14,or
43,15.9,6,6320,01,15,or
55,19.4,6,6320,03,15,or
46,17.0,6,6320,03,15,or
106,35.2,6,6320,02,16,or
99,40.4,6,6320,03,16,or
116,50.6,6,6320,03,16,or
20,8.2,4,3060,01,00,or
67,26.6,4,3060,02,00,or
67,27.3,4,3060,03,00,or
66,29.8,4,3060,04,00,or
28,14.1,4,3060,05,00,or
1,0.0,4,3060,06,00,or
16,6.2,4,3060,01,01,or
34,8.2,4,3060,02,01,or
31,10.5,4,3060,03,01,or
31,13.4,4,3060,04,01,or
21,10.5,4,3060,05,01,or
0,0.0,4,3060,06,01,or
47,17.3,4,3060,01,02,or
107,36.9,4,3060,02,02,or
86,39.7,4,3060,03,02,or
104,49.2,4,3060,04,02,or
68,35.7,4,3060,05,02,or
,10.0,4,3060,06,02,or
,5.5,4,3060,01,03,or
0,0.0,4,3060,02,03,or
11,4.8,4,3060,03,03,or
11,6.0,4,3060,04,03,or
,5.4,4,3060,05,03,or
0,0.0,4,3060,06,03,or
,16.7,4,3060,01,04,or
,27.2,4,3060,02,04,or
,28.9,4,3060,03,04,or
,26.9,4,3060,04,04,or
,10.2,4,3060,05,04,or
,0.0,4,3060,06,04,or
10,2.0,4,3060,01,05,or
,2.3,4,3060,02,05,or
,4.4,4,3060,03,05,or
,4.4,4,3060,04,05,or
,0.0,4,3060,05,05,or
,0.0,4,3060,06,05,or
11,5.5,4,3060,01,06,or
48,19.3,4,3060,02,06,or
53,19.4,4,3060,03,06,or
73,29.0,4,3060,04,06,or
46,21.1,4,3060,05,06,or
0,0.0,4,3060,06,06,or
23,8.5,4,3060,01,07,or
36,12.6,4,3060,02,07,or
73,22.4,4,3060,03,07,or
42,18.8,4,3060,04,07,or
,11.6,4,3060,05,07,or
0,0.0,4,3060,06,07,or
66,20.0,4,3060,01,08,or
124,39.9,4,3060,02,08,or
116,44.5,4,3060,03,08,or
152,68.2,4,3060,04,08,or
152,68.4,4,3060,05,08,or
88,38.5,4,3060,06,08,or
60,18.6,4,3060,01,09,or
51,20.4,4,3060,02,09,or
66,22.6,4,3060,03,09,or
100,37.0,4,3060,04,09,or
84,35.1,4,3060,05,09,or
14,8.6,4,3060,06,09,or
21,7.2,4,3060,01,10,or
12,4.2,4,3060,02,10,or
4,2.4,4,3060,03,10,or
26,8.3,4,3060,04,10,or
24,11.0,4,3060,05,10,or
0,0.0,4,3060,06,10,or
38,13.1,4,3060,01,11,or
22,8.9,4,3060,02,11,or
78,18.1,4,3060,03,11,or
69,28.9,4,3060,04,11,or
80,35.7,4,3060,05,11,or
41,19.4,4,3060,06,11,or
10,3.8,4,3060,01,12,or
29,12.1,4,3060,02,12,or
60,19.8,4,3060,03,12,or
85,33.3,4,3060,04,12,or
56,24.2,4,3060,05,12,or
7,4.3,4,3060,06,12,or
59,15.7,4,3060,01,13,or
59,21.1,4,3060,02,13,or
71,26.5,4,3060,03,13,or
68,29.0,4,3060,04,13,or
46,19.9,4,3060,05,13,or
0,0.0,4,3060,06,13,or
2,1.2,4,3060,01,14,or
13,4.5,4,3060,02,14,or
24,10.0,4,3060,03,14,or
16,6.9,4,3060,04,14,or
0,0.0,4,3060,05,14,or
0,0.0,4,3060,06,14,or
14,3.0,4,3060,01,15,or
0,0.0,4,3060,02,15,or
0,0.0,4,3060,03,15,or
1,0.1,4,3060,04,15,or
0,0.0,4,3060,05,15,or
0,0.0,4,3060,06,15,or
44,12.2,4,3060,01,16,or
39,14.8,4,3060,02,16,or
28,12.7,4,3060,03,16,or
32,14.6,4,3060,04,16,or
0,0.0,4,3060,05,16,or
0,0.0,4,3060,06,16,or
18,3.4,4,4200,01,00,or
31,9.4,4,4200,02,00,or
31,11.3,4,4200,03,00,or
14,5.8,4,4200,03,00,or
14,3.5,4,4200,01,01,or
16,5.0,4,4200,02,01,or
22,5.6,4,4200,03,01,or
4,1.4,4,4200,03,01,or
47,11.9,4,4200,02,02,or
34,11.7,4,4200,03,02,or
31,12.4,4,4200,03,02,or
14,2.7,4,4200,01,03,or
3,0.9,4,4200,02,03,or
6,1.2,4,4200,03,03,or
0,0.0,4,4200,03,03,or
37,13.5,4,4200,02,04,or
38,14.7,4,4200,03,04,or
14,6.4,4,4200,04,04,or
,0.0,4,4200,05,04,or
8,2.1,4,4200,01,05,or
4,1.4,4,4200,02,05,or
8,1.1,4,4200,04,05,or
21,6.3,4,4200,01,06,or
48,15.4,4,4200,02,06,or
41,15.8,4,4200,03,06,or
45,18.7,4,4200,03,06,or
7,2.6,4,4200,05,06,or
19,4.1,4,4200,01,07,or
18,5.0,4,4200,02,07,or
46,9.8,4,4200,03,07,or
10,3.3,4,4200,03,07,or
0,0.0,4,4200,04,07,or
32,7.1,4,4200,01,08,or
83,22.7,4,4200,02,08,or
57,20.7,4,4200,02,08,or
60,21.3,4,4200,03,08,or
37,16.1,4,4200,05,08,or
35,5.6,4,4200,01,09,or
28,10.8,4,4200,02,09,or
33,10.8,4,4200,03,09,or
31,12.2,4,4200,03,09,or
5,1.6,4,4200,04,09,or
8,2.0,4,4200,02,10,or
5,1.5,4,4200,03,10,or
10,2.6,4,4200,04,10,or
14,5.5,4,4200,02,12,or
26,6.4,4,4200,03,12,or
26,8.4,4,4200,04,12,or
28,7.4,4,4200,02,13,or
26,7.4,4,4200,03,13,or
7,2.3,4,4200,04,13,or
0,0.0,4,4200,03,15,or
0,0.0,4,4200,04,15,or
36,14.3,4,4200,02,16,or
30,11.8,4,4200,02,16,or
19,8.1,4,4200,04,16,or
,1.8,5,5190,01,00,or
27,7.5,5,5190,01,00,or
30,9.8,5,5190,02,00,or
29,11.4,5,5190,03,00,or
,3.0,5,5190,01,01,or
23,6.1,5,5190,01,01,or
24,7.5,5,5190,02,01,or
13,5.0,5,5190,03,01,or
,7.5,5,5190,01,02,or
34,11.0,5,5190,01,02,or
30,10.2,5,5190,02,02,or
31,11.5,5,5190,03,02,or
